PropertyID,Address,Latitude,Longitude,Country,State,County,City,Neighborhood,Intersection
11411404,2950 South 8th Street,30.05695,-94.12577,US,TX,,Beaumont,,
11411415,12101 Steeple Way Boulevard,29.90985,-95.59253,US,TX,,Houston,,
11411463,27550 Highway 290,29.98529,-95.72858,US,TX,,Cypress,,
11422064,1615 Ojeman Road,29.79859,-95.50222,US,TX,,Houston,,
11422118,5665 Creekside Forest Drive,30.14069,-95.50841,US,TX,,The Woodlands,,
11435555,1602 Village East Boulevard,29.9271,-93.90207,US,TX,,Port Arthur,,
11435725,120 Kirksey Drive,31.36188,-94.72308,US,TX,,Lufkin,,
11443067,2827 Kent Street,30.65371,-96.34441,US,TX,,Bryan,,
11511141,902 South Loop 499,26.18849,-97.66675,US,TX,,Harlingen,,
11511194,1200 East Frio Street,28.88435,-99.08734,US,TX,,Pearsall,,
11511260,5609 North John Stockbauer Drive,28.8612,-96.99203,US,TX,,Victoria,,
11511276,1503 Victoria Station Drive,28.83323,-96.99045,US,TX,,Victoria,,
11522272,821 Elmwood Cove,29.72591,-98.13719,US,TX,,New Braunfels,,
11522342,3130 South Brahma Boulevard,27.48676,-97.85529,US,TX,,Kingsville,,
11535555,902 South Loop 499,26.18849,-97.66675,US,TX,,Harlingen,,
11535628,404 Lion's Villa Avenue,26.16882,-97.82767,US,TX,,La Feria,,
11535706,29 North Highway 183,30.65475,-97.87713,US,TX,,Liberty Hill,,
11535750,4224 North McColl Road,26.24012,-98.20425,US,TX,,McAllen,,
3184,"1218 Jackson Blvd, 1218 AND 1220 JACKSON BOULEVARD",29.748913,-95.39453,US,TX,Harris,Houston,,
3248,3707 Alice Street,29.69153,-95.36688,US,TX,,Houston,,
3423,1801 Edgewood Drive,33.21497,-97.74937,US,TX,,Bridgeport,,
4157,1220 North Masters Drive,32.73257,-96.64727,US,TX,,Dallas,,
4206,14723 T.C. Jester Boulevard,29.99776,-95.48116,US,TX,,Houston,,
4411,5936 Reiger Avenue,32.80584,-96.75205,US,TX,,Dallas,,
4476,1711 Gessner Road,29.80353,-95.54559,US,TX,,Houston,,
5125,5514 Professional Drive,33.84475,-98.50202,US,TX,,Wichita Falls,,
5189,2508 Stella Street,33.21382,-97.16017,US,TX,,Denton,,
3228,4500 Bluestem Drive,33.22342,-96.87701,US,TX,,Prosper,,
3242,4459 Green Valley Trail,31.41915,-100.49077,US,TX,,San Angelo,,
3377,4229 Meadow Ridge Drive,33.02604,-96.87871,US,TX,,Carrollton,,
3395,4227 Bowser Avenue,32.817,-96.81015,US,TX,,Dallas,,
3404,831 South Nursery Road,32.80587,-96.93519,US,TX,,Irving,,
3409,8010 Umphress Road,32.74209,-96.68436,US,TX,,Dallas,,
3586,3358 Clydedale Drive,32.86368,-96.86721,US,TX,,Dallas,,
3604,708 Hercules Lane,33.25374,-97.12343,US,TX,,Denton,,
3628,8630 Easton Commons Drive,29.90549,-95.62915,US,TX,,Houston,,
3646,3225 Crestview Drive,32.8235,-96.82365,US,TX,,Dallas,,
3661,1006 Joshua Station Boulevard,32.44544,-97.38694,US,TX,,Joshua,,
3680,5427 Amherst Circle,32.85257,-96.81937,US,TX,,Dallas,,
3694,2405 J.J. Flewellen Road,31.58764,-97.13178,US,TX,,Waco,,
3699,4000 North Saint Marys Street,28.43811,-97.7604,US,TX,,Beeville,,
3706,7131 Holly Hill Drive,32.87539,-96.76001,US,TX,,Dallas,,
3713,6421 Abrams Road,32.86196,-96.74485,US,TX,,Dallas,,
3807,401 Ame Drive,33.25812,-97.13269,US,TX,,Denton,,
3829,7622 Grahamcrest Drive,29.66913,-95.28755,US,TX,,Houston,,
3847,5301 Farm-to-Market 517 East,29.46639,-95.0281,US,TX,,Dickinson,,
3998,3939 East Trinity Mills Road,32.98731,-96.84327,US,TX,,Carrollton,,
4020,2421 Abrams Road,32.81891,-96.75322,US,TX,,Dallas,,
4023,208 South Lancaster Avenue,32.74628,-96.81374,US,TX,,Dallas,,
4045,907 South Irving Heights Drive,32.80439,-96.9266,US,TX,,Irving,,
4046,414 Cora Street,32.74852,-97.11069,US,TX,,Arlington,,
4190,1809 Cox Street,32.94631,-96.89367,US,TX,,Carrollton,,
4286,105 River Fern Avenue,32.95357,-96.60972,US,TX,,Garland,,
4324,1000 West Mitchell Street,32.72518,-97.12067,US,TX,,Arlington,,
4345,1919 Post Oak Park Drive,29.74714,-95.45302,US,TX,,Houston,,
4517,8001 Brownstone Road,31.91749,-102.28704,US,TX,,Odessa,,
4584,2015 Randy Snow Road,32.76719,-97.08849,US,TX,,Arlington,,
4586,1717 East Belt Line Road,32.95034,-96.9505,US,TX,,Coppell,,
4589,1721 East Belt Line Road,32.9502,-96.94792,US,TX,,Coppell,,
4613,6400 Stonewall Street,33.10545,-96.10807,US,TX,,Greenville,,
4654,2015 Randy Snow Road,32.76719,-97.08849,US,TX,,Arlington,,
4667,1410 Fountain View Drive,29.75255,-95.48637,US,TX,,Houston,,
4737,5959 East Northwest Highway,32.86628,-96.76063,US,TX,,Dallas,,
4791,9051 South Normandale Street,32.72569,-97.47487,US,TX,,Fort Worth,,
4867,309 Redmond Drive,30.6153,-96.32115,US,TX,,College Station,,
4995,1305 Vassar Street,29.73008,-95.39495,US,TX,,Houston,,
5017,8351 Park Place Boulevard,29.6933,-95.268,US,TX,,Houston,,
5053,302 Cobia Drive,29.774,-95.78338,US,TX,,Katy,,
5113,770 N Business IH 35,29.69738,-98.09931,US,TX,,New Braunfels,,
5158,4290 Bass Pro Drive,32.86581,-96.54418,US,TX,,Garland,,
00125,650 Raintree Street,26.19209,-98.11369,US,TX,,Alamo,,
01029,2509 East Lake Shore Drive,31.60631,-97.12804,US,TX,,Waco,,
01141,600 Sauz Avenue,26.29882,-97.93201,US,TX,,La Villa,,
02120,9850 J.M. Hester Street,29.9993,-95.27348,US,TX,,Humble,,
03161,2405 J.J. Flewellen Road,31.58764,-97.13178,US,TX,,Waco,,
03163,1701 Highway 180 West,32.80236,-98.13296,US,TX,,Mineral Wells,,
04028,1816 North State Highway 91,33.77297,-96.55498,US,TX,,Denison,,
04226,2805 Arbor Cove Drive,26.16505,-98.03488,US,TX,,Donna,,
04290,1417 Horne Road,27.75917,-97.43544,US,TX,,Corpus Christi,,
05187,2038 North Farm-to-Market 1053,30.9043,-102.87622,US,TX,,Fort Stockton,,
04226,2805 Arbor Cove Drive,26.16505,-98.03488,US,TX,,Donna,,
07094,400 East Thomas Road,26.12991,-98.19123,US,TX,,Pharr,,
07235,8411 Tigris Drive,31.72426,-106.32982,US,TX,,El Paso,,
08019,1600 East Whaley Street,32.50013,-94.7138,US,TX,,Longview,,
05092,500 North Conway Avenue,26.2107,-98.32628,US,TX,,Mission,,
08163,13800 Socorro Road,31.56486,-106.24516,US,TX,,San Elizario,,
08258,2905 Lexington Parkway,32.41672,-94.84681,US,TX,,Kilgore,,
07170,152 Brazoswood Drive,29.0302,-95.40847,US,TX,,Clute,,
07235,8411 Tigris Drive,31.72426,-106.32982,US,TX,,El Paso,,
07094,400 East Thomas Road,26.12991,-98.19123,US,TX,,Pharr,,
07096,410 North Broadway Avenue,32.35392,-95.30108,US,TX,,Tyler,,
09008,118 Farm-to-Market 2001,30.07838,-97.82174,US,TX,,Buda,,
08163,13800 Socorro Road,31.56486,-106.24516,US,TX,,San Elizario,,
09116,7200 Chase Oaks Boulevard,33.07286,-96.69217,US,TX,,Plano,,
09170,11400 Scott Street,29.63575,-95.36837,US,TX,,Houston,,
09181,4700 Bowie Road,25.92057,-97.44289,US,TX,,Brownsville,,
09196,12000 North Gessner Road,29.94763,-95.54666,US,TX,,Houston,,
09248,8100 Broadway Street,29.55911,-95.34503,US,TX,,Pearland,,
09287,7 Main Street,29.35832,-94.94723,US,TX,,La Marque,,
09312,200 West El Dorado Boulevard,29.54973,-95.1592,US,TX,,Houston,,
09356,57 International Bridge,28.70581,-100.50713,US,TX,,Eagle Pass,,
93108,1266 Dickinson Avenue,29.48612,-95.04719,US,TX,,Dickinson,,
09918,400 Paseo Clearwater,30.02876,-99.12625,US,TX,,Kerrville,,
09948,152 Legend Hills Boulevard,30.75085,-98.69715,US,TX,,Llano,,
10061,31000 Nichols Sawmill Road,30.19981,-95.75235,US,TX,,Magnolia,,
10119,2817 Race Street,32.77354,-97.30524,US,TX,,Fort Worth,,
10198,323 North Northwest Loop 323,32.37189,-95.34308,US,TX,,Tyler,,
10226,507 West Red Oak Road,32.5174,-96.80995,US,TX,,Red Oak,,
11009,404 East Lilac Avenue,26.15109,-97.82048,US,TX,,La Feria,,
11096,1100 Farm-to-Market 517 West,29.43874,-95.10088,US,TX,,Dickinson,,
11138,400 Church Street,32.33458,-96.11991,US,TX,,Gun Barrel City,,
11208,210 East Crockett Street,28.39963,-97.74477,US,TX,,Beeville,,
11257,2218 B F Terry Boulevard,29.54866,-95.76931,US,TX,,Rosenberg,,
12367,43 Justice Park Drive,29.83316,-95.48209,US,TX,,Houston,,
13016,5100 Graceland Drive,31.97573,-102.14159,US,TX,,Midland,,
13026,4200 Trammel Fresno Road,29.53505,-95.52262,US,TX,,Missouri City,,
13110,240 West El Dorado Boulevard,29.54981,-95.16178,US,TX,,Houston,,
13173,859 1st Monday Lane,32.57002,-95.87139,US,TX,,Canton,,
14103,7600 Hammerly Boulevard,29.81088,-95.4786,US,TX,,Houston,,
14145,4300 Glenwood Avenue,29.67318,-95.13168,US,TX,,Deer Park,,
14177,10 East Saint Jude Avenue,26.30141,-98.31116,US,TX,,Alton,,
14271,600 East Lennon Drive,32.86881,-95.76129,US,TX,,Emory,,
14306,350 Nueces Street,28.33,-98.11537,US,TX,,George West,,
15020,5500 Old Rowlett Road,32.90968,-96.56731,US,TX,,Rowlett,,
15102,24 Southwest 24th Avenue,36.37703,-100.80285,US,TX,,Perryton,,
15241,17 West 17th Street,31.11863,-99.33576,US,TX,,Brady,,
15251,8600 Casa Verde Road,27.5683,-99.44907,US,TX,,Laredo,,
15252,1500 South Highway 259,32.13619,-94.78749,US,TX,,Henderson,,
15274,864 East Riverview Street,27.86026,-97.66253,US,TX,,Corpus Christi,,
15281,1346 Farm-to-Market 1346,29.36736,-98.15251,US,TX,,La Vernia,,
16043,500 3rd Street,35.34613,-101.37495,US,TX,,Panhandle,,
16069,6300 Sienna Ranch Road,29.53957,-95.55069,US,TX,,Missouri City,,
16115,900 North Old Temple Road,31.46595,-97.18166,US,TX,,Hewitt,,
16188,4900 Williams Drive,30.69573,-97.73618,US,TX,,Georgetown,,
16236,31600 Waller Tomball Road,30.05887,-95.91451,US,TX,,Waller,,
17004,4167 Old Dowlen Road,30.12032,-94.16844,US,TX,,Beaumont,,
17221,2000 East Highway 83 Business,26.20895,-98.2966,US,TX,,Mission,,
17225,4822 Fairway Boulevard,33.85383,-98.56199,US,TX,,Wichita Falls,,
17295,51 East Walnut Street,33.23482,-97.58612,US,TX,,Decatur,,
17331,3470 East Stan Schlueter Loop,31.06857,-97.71522,US,TX,,Killeen,,
17336,211 Northeast 7th Street,32.74,-101.95008,US,TX,,Lamesa,,
15241,17 West 17th Street,31.11863,-99.33576,US,TX,,Brady,,
18018,2801 Renaissance Square,32.71244,-97.28521,US,TX,,Fort Worth,,
18040,15003 Farm-to-Market 400,33.45875,-101.65516,US,TX,,Slaton,,
18069,607 East Audie Murphy Parkway,33.15654,-96.34898,US,TX,,Farmersville,,
18096,1306 F Avenue,33.01708,-96.70653,US,TX,,Plano,,
18223,1100 East Harvester Avenue,35.55,-100.955,US,TX,,Pampa,,
18450,2151 Southeast Loop 820,32.67007,-97.30293,US,TX,,Fort Worth,,
18615,200 Hunters Crossing Boulevard,30.10781,-97.35668,US,TX,,Bastrop,,
18710,203 Beal Parkway,31.97754,-102.14528,US,TX,,Midland,,
19057,800 Farm-to-Market 2010,32.31835,-95.48817,US,TX,,Chandler,,
19176,100 Sandia Drive,31.99921,-106.5839,US,TX,,Anthony,,
19425,3201 Bright Street,33.42693,-94.08299,US,TX,,Texarkana,,
060056,900 Langwick Drive,29.9529,-95.39107,US,TX,,Houston,,
060123,10702 Interstate Highway 37,27.84781,-97.57382,US,TX,,Corpus Christi,,
060225,3455 Farm-to-Market 1960 East,30.01949,-95.37551,US,TX,,Humble,,
060433,152 Verde Drive,29.03181,-95.40875,US,TX,,Clute,,
70025,103 Misty Court,32.41781,-96.85161,US,TX,,Waxahachie,,
70056,1870 East Cadillac Drive,28.47329,-98.17005,US,TX,,Three Rivers,,
70071,10765 East Northwest Highway,32.86435,-96.69834,US,TX,,Dallas,,
91081,1301 Avenue A,29.66705,-95.21637,US,TX,,South Houston,,
91089,3100 Avenue Q,29.33552,-99.14682,US,TX,,Hondo,,
92174,1201 Edmiston Drive,31.3018,-95.44755,US,TX,,Crockett,,
96076,2280 South 77 Business,26.15969,-97.65515,US,TX,,San Benito,,
96187,72 West Thornton Street,28.46065,-98.18346,US,TX,,Three Rivers,,
97047,100 La Herencia,26.16321,-97.94973,US,TX,,Mercedes,,
97140,12101 Steeple Way Boulevard,29.90985,-95.59253,US,TX,,Houston,,
99126,3033 West Lake Road,32.48705,-99.72194,US,TX,,Abilene,,
99128,100 Highway 3013 East,29.58122,-96.32023,US,TX,,Eagle Lake,,
3019,2101 West Business 83,26.16159,-98.01012,US,TX,,Weslaco,,
11511223,325 Flint Ridge Street,30.1713,-97.30678,US,TX,,Camp Swift,,
3245,21525 Spring Plaza Drive,30.0797,-95.44456,US,TX,,Spring,,
09981,152 Brazoswood Drive,29.0302,-95.40847,US,TX,,Clute,,
11003,1500 South Zang Boulevard,32.72389,-96.83013,US,TX,,Dallas,,
11497264,411 West Road,29.91248,-95.42621,US,TX,,Houston,,
4600,10919 West Road,29.90916,-95.58153,US,TX,,Houston,,
02080,411 West Road,29.91248,-95.42621,US,TX,,Houston,,
07423,6516 Avenue T,33.53512,-101.85939,US,TX,,Lubbock,,
4146,1308 McKie Drive,30.32985,-97.69095,US,TX,,Austin,,
4403,1319 McKie Drive,30.32925,-97.69127,US,TX,,Austin,,
493,2280 West Expressway 83,26.1493,-97.66337,US,TX,,San Benito,,
538,905 North Avenue J,28.97172,-95.36567,US,TX,,Freeport,,
828,1601 Highway 90 West,29.76929,-96.16986,US,TX,,Sealy,,
830,777 West Expressway 83,26.13039,-97.64308,US,TX,,San Benito,,
1808,1401 West 23rd Street,34.20387,-101.72002,US,TX,,Plainview,,
2025,4206 San Gabriel Street,26.15879,-98.2876,US,TX,,Mission,,
2248,20502 Oak Hollow Lane,26.22573,-97.69429,US,TX,,Harlingen,,
2289,5433 205 Loop,31.11367,-97.39627,US,TX,,Temple,,
2524,6221 Naaman Forest Boulevard,32.97044,-96.65464,US,TX,,Garland,,
2861,302 South Doolittle Road,26.29437,-98.13017,US,TX,,Edinburg,,
2922,1701 East Debbie Lane,32.61038,-97.10943,US,TX,,Mansfield,,
11311264,531 Chaparral Road,33.07274,-96.67337,US,TX,,Allen,,
11311288,4750 205 Loop,31.11623,-97.39076,US,TX,,Temple,,
11311345,1000 Bella Vista Drive,33.64829,-97.13899,US,TX,,Gainesville,,
11322211,940 East Pierson Street,31.69775,-98.11431,US,TX,,Hamilton,,
11335532,360 North State Highway 360,32.56598,-97.08242,US,TX,,Mansfield,,
11335674,11200 Sean Haggerty Drive,31.93514,-106.42316,US,TX,,El Paso,,
11335789,2401 Linden Drive,33.22383,-97.16001,US,TX,,Denton,,
11411462,11409 Scott Street,29.63812,-95.36591,US,TX,,Houston,,
11422092,5020 Space Center Boulevard,29.63548,-95.14398,US,TX,,Pasadena,,
11511191,10702 Interstate Highway 37,27.84781,-97.57382,US,TX,,Corpus Christi,,
11535599,306 Common Street,29.71094,-98.1176,US,TX,,New Braunfels,,
11535811,290 East Highway 290,30.19152,-98.08487,US,TX,,Dripping Springs,,
4196,17802 Mound Road,29.96625,-95.69661,US,TX,,Cypress,,
3181,"11940 Pebble Hills Blvd, 11940 PEBBLE HILLS BLVD",31.779387,-106.276172,US,TX,El Paso,El Paso,,
3340,21500 Cypresswood Drive,30.0005,-95.75509,US,TX,,Cypress,,
3639,5400 Crenshaw Road,29.63866,-95.15802,US,TX,,Pasadena,,
3803,5320 205 Loop,31.11563,-97.39753,US,TX,,Temple,,
4094,26493 East University Drive,33.22432,-96.974,US,TX,,Little Elm,,
00008,202 West South Avenue,26.16312,-98.06641,US,TX,,Donna,,
00038,1509 Loop 390 West,32.53248,-94.39134,US,TX,,Marshall,,
01018,131 Eastlake Drive,31.6858,-106.26738,US,TX,,El Paso,,
01045,163 Avenue E,30.72035,-101.20148,US,TX,,Ozona,,
03070,1400 Thompson Drive,28.96183,-95.97318,US,TX,,Bay City,,
03249,200 North Avenue A,27.9177,-97.16259,US,TX,,Aransas Pass,,
03258,100 County Road 239,31.73698,-99.36792,US,TX,,Santa Anna,,
04052,1003 West Avenue E,31.05429,-97.47512,US,TX,,Belton,,
04109,4848 Elsie Faye Heggins Street,32.77503,-96.73804,US,TX,,Dallas,,
04154,1401 West 23rd Street,34.20387,-101.72002,US,TX,,Plainview,,
05026,1301 South Farm-to-Market 493,26.15495,-98.04555,US,TX,,Donna,,
05116,4848 Elsie Faye Heggins Street,32.77503,-96.73804,US,TX,,Dallas,,
05626,1000 Bella Vista Drive,33.64829,-97.13899,US,TX,,Gainesville,,
04052,1003 West Avenue E,31.05429,-97.47512,US,TX,,Belton,,
04109,4848 Elsie Faye Heggins Street,32.77503,-96.73804,US,TX,,Dallas,,
08126,11409 Scott Street,29.63812,-95.36591,US,TX,,Houston,,
07234,2001 Farm-to-Market 2001,30.05871,-97.80369,US,TX,,Buda,,
09932,712 Crest Court,31.20031,-97.9202,US,TX,,Copperas Cove,,
11061,1100 Shady Lane,34.07317,-98.55134,US,TX,,Burkburnett,,
14148,16731 Beechnut Street,29.68738,-95.67683,US,TX,,Mission Bend,,
16049,978 North Highway 77,27.58659,-97.78382,US,TX,,Bishop,,
060035,645 Business Highway 290 North,30.09397,-96.06038,US,TX,,Hempstead,,
060404,4848 Elsie Faye Heggins Street,32.77503,-96.73804,US,TX,,Dallas,,
92091,600 Berry Ranch Road,28.89824,-99.08399,US,TX,,Pearsall,,
93023,1101 North 11th Street,30.36447,-103.6704,US,TX,,Alpine,,
